BSSID,First time seen,Last time seen,channel,Speed,Privacy,Cipher,Authentication,Power,# beacons,# IV,LAN IP,ID-length,ESSID,Key
6C:B0:CE:76:24:9C,2016-02-27 06:42:35,2016-02-27 06:42:39,6,54,WPA2,CCMP,PSK,-49,3,0,0.  0.  0.  0,9,NETGEAR30,
AA:66:7F:C5:EC:B0,2016-02-27 06:42:31,2016-02-27 06:42:39,1,54,WPA2,CCMP,PSK,-48,5,106,0.  0.  0.  0,11,Adam.Tucker,
20:4E:7F:A0:B3:82,2016-02-27 06:42:32,2016-02-27 06:42:36,2,54,WEP,WEP,,-48,3,0,0.  0.  0.  0,13,WHAT UP WAZZU,
12:86:8C:44:07:8E,2016-02-27 06:42:34,2016-02-27 06:42:38,11,54,WPA2 WPA,CCMP TKIP,PSK,-42,2,0,0.  0.  0.  0,0,,
CE:35:40:48:10:F3,2016-02-27 06:42:35,2016-02-27 06:42:38,11,54,OPN,,,-48,2,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:40,2016-02-27 06:42:31,2016-02-27 06:42:39,1,54,WPA2,CCMP,PSK,-46,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
8C:04:FF:ED:A9:4F,2016-02-27 06:42:35,2016-02-27 06:42:39,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,4,0,0.  0.  0.  0,9,HOME-A94F,
8E:04:FF:ED:A9:41,2016-02-27 06:42:31,2016-02-27 06:42:39,1,54,OPN,,,-46,6,0,0.  0.  0.  0,11,xfinitywifi,
CC:35:40:48:10:F1,2016-02-27 06:42:34,2016-02-27 06:42:38,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,2,0,0.  0.  0.  0,10,VZ-Seattle,
C0:3F:0E:25:1C:3A,2016-02-27 06:42:35,2016-02-27 06:42:40,6,54,WPA2 WPA,CCMP TKIP,PSK,-45,4,0,0.  0.  0.  0,8,TheLofts,
10:86:8C:44:07:8E,2016-02-27 06:42:31,2016-02-27 06:42:39,11,-1,WPA,,,-44,0,190,0.  0.  0.  0,0,,
14:CC:20:C7:CE:FE,2016-02-27 06:42:31,2016-02-27 06:42:38,5,54,WPA2 WPA,CCMP,PSK,-43,4,0,0.  0.  0.  0,9,Devil Dog,
D0:BF:9C:51:8E:3E,2016-02-27 06:42:32,2016-02-27 06:42:40,8,54,WPA2,CCMP,PSK,-37,4,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
40:8B:07:23:86:B5,2016-02-27 06:42:35,2016-02-27 06:42:39,6,54,WPA2,CCMP TKIP,PSK,-32,3,0,0.  0.  0.  0,4,SPQR,
C0:3F:0E:09:75:A4,2016-02-27 06:42:34,2016-02-27 06:42:38,11,54,WPA2 WPA,CCMP TKIP,PSK,-22,1,15,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:0A,2016-02-27 06:42:31,2016-02-27 06:42:41,8,54,OPN,,,-24,12,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:09,2016-02-27 06:42:32,2016-02-27 06:42:40,8,54,WPA2 WPA,CCMP TKIP,PSK,-12,7,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:08,2016-02-27 06:42:31,2016-02-27 06:42:40,8,54,WPA2,CCMP,PSK,-12,9,0,0.  0.  0.  0,6,Walrus,
00:25:00:FF:94:73,2016-02-27 06:42:35,2016-02-27 06:42:39,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
22:86:8C:44:07:8E,2016-02-27 06:42:38,2016-02-27 06:42:39,11,54,OPN,,,-46,2,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:1E:D3:30,2016-02-27 06:42:38,2016-02-27 06:42:38,11,54,OPN,,,-70,1,0,0.  0.  0.  0,11,xfinitywifi,
10:5F:06:72:78:35,2016-02-27 06:42:39,2016-02-27 06:42:39,11,54,WPA2 WPA,CCMP TKIP,PSK,-42,1,0,0.  0.  0.  0,15,CenturyLink5546,
04:A1:51:23:5B:B3,2016-02-27 06:42:39,2016-02-27 06:42:39,6,54,WPA2,CCMP,PSK,-64,1,0,0.  0.  0.  0,19,TrilogyChiropractic,
06:A1:51:23:5B:B4,2016-02-27 06:42:39,2016-02-27 06:42:39,6,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,13,Trilogy-Guest,
00:71:C2:6F:D6:20,2016-02-27 06:42:50,2016-02-27 06:42:50,6,54,WPA2 WPA,CCMP TKIP,PSK,-82,1,0,0.  0.  0.  0,13,HOME-308A-2.4,
E8:37:7A:42:F9:E1,2016-02-27 06:42:46,2016-02-27 06:42:49,11,54,WPA2 WPA,CCMP TKIP,PSK,-79,2,0,0.  0.  0.  0,15,CenturyLink1130,
00:71:C2:6F:D6:22,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,OPN,,,-76,2,0,0.  0.  0.  0,11,xfinitywifi,
FC:15:B4:A8:CA:35,2016-02-27 06:42:46,2016-02-27 06:42:46,6,54,WPA2,CCMP,PSK,-78,1,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
46:32:C8:D0:73:11,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,WPA2,CCMP,PSK,-78,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
00:71:C2:6F:D6:21,2016-02-27 06:42:46,2016-02-27 06:42:52,6,54,WPA2 WPA,CCMP TKIP,PSK,-77,3,0,0.  0.  0.  0,0,,
08:62:66:40:16:A0,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2,CCMP,PSK,-74,5,0,0.  0.  0.  0,7,KLSulli,
94:44:52:F7:42:E7,2016-02-27 06:42:50,2016-02-27 06:42:54,6,54,WPA2 WPA,CCMP,PSK,-72,4,0,0.  0.  0.  0,3,KCD,
90:C7:92:32:E7:60,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2,CCMP TKIP,PSK,-73,5,4,0.  0.  0.  0,9,HOME-E762,
5A:23:8C:E4:7D:05,2016-02-27 06:42:46,2016-02-27 06:42:49,11,54,OPN,,,-73,2,0,0.  0.  0.  0,11,xfinitywifi,
92:C7:92:32:E7:60,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2,CCMP,PSK,-71,4,0,0.  0.  0.  0,0,,
5A:23:8C:E4:7D:04,2016-02-27 06:42:46,2016-02-27 06:42:46,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
96:C7:92:32:E7:60,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,OPN,,,-70,7,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:1E:D3:30,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,OPN,,,-72,1,0,0.  0.  0.  0,11,xfinitywifi,
44:32:C8:D0:73:10,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,WPA2 WPA,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,9,HOME-7310,
C0:4A:00:77:F3:14,2016-02-27 06:42:50,2016-02-27 06:42:54,6,54,WPA2 WPA,CCMP,PSK,-71,2,0,0.  0.  0.  0,8,equinoks,
90:C7:92:1E:D3:30,2016-02-27 06:42:46,2016-02-27 06:42:54,11,54,WPA2,CCMP,PSK,-69,3,0,0.  0.  0.  0,12,NormanTheCat,
00:71:C2:AA:E5:70,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2 WPA,CCMP TKIP,PSK,-71,5,0,0.  0.  0.  0,7,hoey2.4,
94:57:A5:C6:0A:4C,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,WPA2,CCMP,PSK,-68,2,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
EC:1A:59:3B:91:69,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,WPA2,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,17,belkin.166.guests,
00:71:C2:61:EE:28,2016-02-27 06:42:50,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,4,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
84:C9:B2:54:C6:F5,2016-02-27 06:42:46,2016-02-27 06:42:49,5,54,WPA,CCMP TKIP,PSK,-67,3,1,0.  0.  0.  0,15,Wee Ones Parade,
DC:85:DE:C1:12:15,2016-02-27 06:42:46,2016-02-27 06:42:46,10,54,OPN,,,-66,1,0,0.  0.  0.  0,8,WMc11215,
00:17:C5:85:59:D7,2016-02-27 06:42:47,2016-02-27 06:42:47,2,54,WPA2,CCMP,PSK,-66,0,0,0.  0.  0.  0,6,harris,
40:4A:03:DE:C0:D3,2016-02-27 06:42:48,2016-02-27 06:42:48,3,54,WPA2 WPA,CCMP TKIP,PSK,-66,1,0,0.  0.  0.  0,8,KitKatKo,
92:C7:92:1E:D3:30,2016-02-27 06:42:49,2016-02-27 06:42:49,11,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,0,,
04:A1:51:23:5B:B3,2016-02-27 06:42:50,2016-02-27 06:42:50,1,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,19,TrilogyChiropractic,
06:A1:51:23:5B:B4,2016-02-27 06:42:50,2016-02-27 06:42:50,1,54,WPA2,CCMP,PSK,-66,1,0,0.  0.  0.  0,13,Trilogy-Guest,
E2:3E:FC:9F:45:10,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2,CCMP,PSK,-61,4,0,0.  0.  0.  0,0,,
F2:ED:A5:62:46:40,2016-02-27 06:42:46,2016-02-27 06:42:46,11,54,WPA2,CCMP,PSK,-62,2,0,0.  0.  0.  0,0,,
F6:ED:A5:62:46:40,2016-02-27 06:42:46,2016-02-27 06:42:46,11,54,OPN,,,-62,1,0,0.  0.  0.  0,11,xfinitywifi,
AE:34:26:25:AC:C6,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,OPN,,,-61,4,0,0.  0.  0.  0,11,xfinitywifi,
90:EF:68:05:51:D9,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-63,5,10,0.  0.  0.  0,11,FeedTheMoon,
9C:34:26:25:AC:C6,2016-02-27 06:42:49,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,5,0,0.  0.  0.  0,8,Buddy206,
9E:34:26:25:AC:C6,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-60,6,0,0.  0.  0.  0,0,,
FA:8F:CA:61:6E:4B,2016-02-27 06:42:46,2016-02-27 06:42:53,11,54,OPN,,,-55,4,0,0.  0.  0.  0,0,,
FA:8F:CA:69:3B:B1,2016-02-27 06:42:48,2016-02-27 06:42:53,11,54,OPN,,,-54,4,0,0.  0.  0.  0,0,,
20:4E:7F:A0:B3:82,2016-02-27 06:42:47,2016-02-27 06:42:55,2,54,WEP,WEP,,-51,7,0,0.  0.  0.  0,13,WHAT UP WAZZU,
6C:B0:CE:76:24:9C,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2,CCMP,PSK,-50,3,2,0.  0.  0.  0,9,NETGEAR30,
A0:A3:E2:21:6C:85,2016-02-27 06:42:50,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-50,3,0,0.  0.  0.  0,7,CarBear,
22:86:8C:44:07:8E,2016-02-27 06:42:46,2016-02-27 06:42:53,11,54,OPN,,,-46,5,0,0.  0.  0.  0,11,xfinitywifi,
AA:66:7F:C5:EC:B0,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2,CCMP,PSK,-48,3,143,0.  0.  0.  0,11,Adam.Tucker,
12:86:8C:44:07:8E,2016-02-27 06:42:56,2016-02-27 06:42:53,11,54,WPA2 WPA,CCMP TKIP,PSK,-47,2,0,0.  0.  0.  0,0,,
8E:04:FF:ED:A9:40,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2,CCMP,PSK,-47,6,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
8E:04:FF:ED:A9:41,2016-02-27 06:42:46,2016-02-27 06:42:50,1,54,OPN,,,-47,3,0,0.  0.  0.  0,11,xfinitywifi,
8C:04:FF:ED:A9:4F,2016-02-27 06:42:46,2016-02-27 06:42:54,1,54,WPA2 WPA,CCMP TKIP,PSK,-46,5,0,0.  0.  0.  0,9,HOME-A94F,
CC:35:40:48:10:F1,2016-02-27 06:42:46,2016-02-27 06:42:54,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,6,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F3,2016-02-27 06:42:47,2016-02-27 06:42:53,11,54,OPN,,,-52,3,0,0.  0.  0.  0,11,xfinitywifi,
C0:3F:0E:25:1C:3A,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2 WPA,CCMP TKIP,PSK,-44,7,0,0.  0.  0.  0,8,TheLofts,
10:86:8C:44:07:8E,2016-02-27 06:42:48,2016-02-27 06:42:54,11,54,WPA2 WPA,CCMP TKIP,PSK,-45,2,151,0.  0.  0.  0,5,Roxie,
14:CC:20:C7:CE:FE,2016-02-27 06:42:46,2016-02-27 06:42:53,5,54,WPA2 WPA,CCMP,PSK,-43,6,0,0.  0.  0.  0,9,Devil Dog,
40:8B:07:23:86:B5,2016-02-27 06:42:46,2016-02-27 06:42:54,6,54,WPA2,CCMP TKIP,PSK,-32,5,1,0.  0.  0.  0,4,SPQR,
D0:BF:9C:51:8E:3E,2016-02-27 06:42:47,2016-02-27 06:42:55,8,54,WPA2,CCMP,PSK,-30,8,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
C0:3F:0E:09:75:A4,2016-02-27 06:42:46,2016-02-27 06:42:53,11,54,WPA2 WPA,CCMP TKIP,PSK,-24,3,5,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:09,2016-02-27 06:42:46,2016-02-27 06:42:55,8,54,WPA2 WPA,CCMP TKIP,PSK,-16,10,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 06:42:47,2016-02-27 06:42:55,8,54,OPN,,,-14,7,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 06:42:47,2016-02-27 06:42:55,8,54,WPA2,CCMP,PSK,-14,5,1,0.  0.  0.  0,6,Walrus,
00:25:00:FF:94:73,2016-02-27 06:42:50,2016-02-27 06:42:54,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
10:5F:06:72:78:35,2016-02-27 06:42:52,2016-02-27 06:42:53,11,54,WPA2 WPA,CCMP TKIP,PSK,-43,2,0,0.  0.  0.  0,15,CenturyLink5546,
C4:8E:8F:23:FD:5B,2016-02-27 06:42:53,2016-02-27 06:42:53,-1,-1,,,,-60,0,0,0.  0.  0.  0,0,,
08:62:66:40:16:A0,2016-02-27 06:43:01,2016-02-27 06:43:01,6,54,WPA2,CCMP,PSK,-77,2,0,0.  0.  0.  0,7,KLSulli,
94:44:52:F7:42:E7,2016-02-27 06:43:01,2016-02-27 06:43:06,6,54,WPA2 WPA,CCMP,PSK,-75,3,0,0.  0.  0.  0,3,KCD,
84:C9:B2:54:C6:F5,2016-02-27 06:43:01,2016-02-27 06:43:01,5,54,WPA,CCMP TKIP,PSK,-74,1,0,0.  0.  0.  0,15,Wee Ones Parade,
EC:1A:59:3B:91:69,2016-02-27 06:43:01,2016-02-27 06:43:04,11,54,WPA2,CCMP TKIP,PSK,-72,2,0,0.  0.  0.  0,17,belkin.166.guests,
28:92:4A:C5:8D:3C,2016-02-27 06:43:01,2016-02-27 06:43:01,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,27,HP-Print-3C-ENVY 120 series,
96:C7:92:32:E7:60,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,OPN,,,-72,5,0,0.  0.  0.  0,11,xfinitywifi,
FC:15:B4:A8:CA:35,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2,CCMP,PSK,-72,2,0,0.  0.  0.  0,30,HP-Print-35-Officejet Pro 8610,
96:C7:92:1E:D3:30,2016-02-27 06:43:01,2016-02-27 06:43:04,11,54,OPN,,,-70,3,0,0.  0.  0.  0,11,xfinitywifi,
94:57:A5:C6:0A:4C,2016-02-27 06:43:01,2016-02-27 06:43:01,11,54,WPA2,CCMP,PSK,-70,2,0,0.  0.  0.  0,29,DIRECT-4B-HP ENVY 4520 series,
02:15:99:A9:A5:B8,2016-02-27 06:43:01,2016-02-27 06:43:06,7,54,WPA2,CCMP,PSK,-70,3,0,0.  0.  0.  0,16,DIRECT-HnML-2160,
5A:23:8C:E4:7D:05,2016-02-27 06:43:04,2016-02-27 06:43:04,11,54,OPN,,,-70,1,0,0.  0.  0.  0,11,xfinitywifi,
90:C7:92:1E:D3:30,2016-02-27 06:43:04,2016-02-27 06:43:04,11,54,WPA2,CCMP,PSK,-70,1,0,0.  0.  0.  0,12,NormanTheCat,
92:C7:92:1E:D3:30,2016-02-27 06:43:01,2016-02-27 06:43:04,11,54,WPA2,CCMP,PSK,-69,3,0,0.  0.  0.  0,0,,
DC:85:DE:C1:12:15,2016-02-27 06:43:01,2016-02-27 06:43:08,10,54,OPN,,,-68,2,0,0.  0.  0.  0,8,WMc11215,
C0:4A:00:77:F3:14,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2 WPA,CCMP,PSK,-66,5,0,0.  0.  0.  0,8,equinoks,
92:C7:92:32:E7:60,2016-02-27 06:43:01,2016-02-27 06:43:10,6,54,WPA2,CCMP,PSK,-68,6,0,0.  0.  0.  0,0,,
44:32:C8:D0:73:10,2016-02-27 06:43:04,2016-02-27 06:43:04,11,54,WPA2 WPA,CCMP TKIP,PSK,-68,1,0,0.  0.  0.  0,9,HOME-7310,
00:71:C2:61:EE:28,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-68,3,0,0.  0.  0.  0,13,HOME-E4CE-2.4,
00:71:C2:AA:E5:70,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2 WPA,CCMP TKIP,PSK,-67,5,0,0.  0.  0.  0,7,hoey2.4,
6C:B0:CE:B9:17:95,2016-02-27 06:43:01,2016-02-27 06:43:01,11,54,WPA2,CCMP,PSK,-64,0,0,0.  0.  0.  0,9,NETGEAR09,
90:C7:92:32:E7:60,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2,CCMP TKIP,PSK,-64,4,0,0.  0.  0.  0,9,HOME-E762,
90:EF:68:05:51:D9,2016-02-27 06:43:04,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-62,3,0,0.  0.  0.  0,11,FeedTheMoon,
F2:ED:A5:62:46:40,2016-02-27 06:43:04,2016-02-27 06:43:04,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,0,,
46:32:C8:D0:73:11,2016-02-27 06:43:04,2016-02-27 06:43:04,11,54,WPA2,CCMP,PSK,-62,1,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
9E:34:26:25:AC:C6,2016-02-27 06:43:01,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,4,0,0.  0.  0.  0,0,,
9C:34:26:25:AC:C6,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-61,4,0,0.  0.  0.  0,8,Buddy206,
E2:3E:FC:9F:45:10,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,WPA2,CCMP,PSK,-60,3,0,0.  0.  0.  0,0,,
E6:3E:FC:9F:45:10,2016-02-27 06:43:01,2016-02-27 06:43:01,1,54,OPN,,,-60,1,0,0.  0.  0.  0,11,xfinitywifi,
AE:34:26:25:AC:C6,2016-02-27 06:43:01,2016-02-27 06:43:09,1,54,OPN,,,-61,5,0,0.  0.  0.  0,11,xfinitywifi,
FA:8F:CA:61:6E:4B,2016-02-27 06:43:01,2016-02-27 06:43:08,11,54,OPN,,,-56,4,0,0.  0.  0.  0,0,,
FA:8F:CA:69:3B:B1,2016-02-27 06:43:01,2016-02-27 06:43:04,11,54,OPN,,,-52,3,0,0.  0.  0.  0,0,,
AA:66:7F:C5:EC:B0,2016-02-27 06:43:01,2016-02-27 06:43:09,1,54,WPA2,CCMP,PSK,-52,3,10,0.  0.  0.  0,11,Adam.Tucker,
20:4E:7F:A0:B3:82,2016-02-27 06:43:01,2016-02-27 06:43:10,2,54,WEP,WEP,,-52,5,0,0.  0.  0.  0,13,WHAT UP WAZZU,
22:86:8C:44:07:8E,2016-02-27 06:43:01,2016-02-27 06:43:05,11,54,OPN,,,-48,4,0,0.  0.  0.  0,11,xfinitywifi,
8E:04:FF:ED:A9:41,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,OPN,,,-47,3,0,0.  0.  0.  0,11,xfinitywifi,
A0:A3:E2:21:6C:85,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-47,3,0,0.  0.  0.  0,7,CarBear,
CE:35:40:48:10:F3,2016-02-27 06:43:01,2016-02-27 06:43:09,11,54,OPN,,,-51,5,0,0.  0.  0.  0,11,xfinitywifi,
6C:B0:CE:76:24:9C,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2,CCMP,PSK,-48,2,1,0.  0.  0.  0,9,NETGEAR30,
8C:04:FF:ED:A9:4F,2016-02-27 06:43:05,2016-02-27 06:43:09,1,54,WPA2 WPA,CCMP TKIP,PSK,-47,3,0,0.  0.  0.  0,9,HOME-A94F,
CC:35:40:48:10:F1,2016-02-27 06:43:01,2016-02-27 06:43:09,11,54,WPA2 WPA,CCMP TKIP,PSK,-46,3,0,0.  0.  0.  0,10,VZ-Seattle,
CE:35:40:48:10:F2,2016-02-27 06:43:01,2016-02-27 06:43:08,11,54,WPA2,CCMP,PSK,-46,3,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
12:86:8C:44:07:8E,2016-02-27 06:43:01,2016-02-27 06:43:08,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,5,0,0.  0.  0.  0,0,,
C0:3F:0E:25:1C:3A,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2 WPA,CCMP TKIP,PSK,-44,6,0,0.  0.  0.  0,8,TheLofts,
8E:04:FF:ED:A9:40,2016-02-27 06:43:01,2016-02-27 06:43:09,1,54,WPA2,CCMP,PSK,-45,4,0,0.  0.  0.  0,12,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00,
14:CC:20:C7:CE:FE,2016-02-27 06:43:01,2016-02-27 06:43:08,5,54,WPA2 WPA,CCMP,PSK,-44,9,3,0.  0.  0.  0,9,Devil Dog,
10:86:8C:44:07:8E,2016-02-27 06:43:01,2016-02-27 06:43:09,11,54,WPA2 WPA,CCMP TKIP,PSK,-44,2,219,0.  0.  0.  0,5,Roxie,
10:5F:06:72:78:35,2016-02-27 06:43:01,2016-02-27 06:43:09,11,54,WPA2 WPA,CCMP TKIP,PSK,-43,2,0,0.  0.  0.  0,15,CenturyLink5546,
40:8B:07:23:86:B5,2016-02-27 06:43:01,2016-02-27 06:43:09,6,54,WPA2,CCMP TKIP,PSK,-31,6,36,0.  0.  0.  0,4,SPQR,
D0:BF:9C:51:8E:3E,2016-02-27 06:43:02,2016-02-27 06:43:10,8,54,WPA2,CCMP,PSK,-32,6,0,0.  0.  0.  0,31,HP-Print-3E-Deskjet 2540 series,
C0:3F:0E:09:75:A4,2016-02-27 06:43:01,2016-02-27 06:43:09,11,54,WPA2 WPA,CCMP TKIP,PSK,-26,6,0,0.  0.  0.  0,4,64oz,
74:85:2A:97:5B:09,2016-02-27 06:43:01,2016-02-27 06:43:11,8,54,WPA2 WPA,CCMP TKIP,PSK,-18,9,0,0.  0.  0.  0,0,,
74:85:2A:97:5B:0A,2016-02-27 06:43:01,2016-02-27 06:43:10,8,54,OPN,,,-12,9,0,0.  0.  0.  0,11,xfinitywifi,
74:85:2A:97:5B:08,2016-02-27 06:43:02,2016-02-27 06:43:10,8,54,WPA2,CCMP,PSK,-10,5,0,0.  0.  0.  0,6,Walrus,
EC:1A:59:3B:91:66,2016-02-27 06:43:01,2016-02-27 06:43:01,11,-1,,,,-1,0,0,0.  0.  0.  0,0,,
00:25:00:FF:94:73,2016-02-27 06:43:01,2016-02-27 06:43:09,-1,-1,,,,-1,0,0,0.  0.  0.  0,0,,
40:4A:03:DE:C0:D3,2016-02-27 06:43:07,2016-02-27 06:43:07,3,54,WPA2 WPA,CCMP TKIP,PSK,-58,1,0,0.  0.  0.  0,8,KitKatKo,
00:71:C2:61:EE:2A,2016-02-27 06:43:09,2016-02-27 06:43:09,1,54,OPN,,,-67,2,0,0.  0.  0.  0,11,xfinitywifi,
E8:3E:FC:9F:45:10,2016-02-27 06:43:09,2016-02-27 06:43:09,1,54,WPA2,CCMP TKIP,PSK,-54,1,0,0.  0.  0.  0,6,Fovich,
6C:70:9F:DC:B1:A2,2016-02-27 06:43:20,2016-02-27 06:43:24,6,54,WPA2,CCMP,PSK,-75,1,0,0.  0.  0.  0,22,_If Wishes Were Fishes,
00:71:C2:6F:D6:21,2016-02-27 06:43:16,2016-02-27 06:43:16,6,54,WPA2 WPA,CCMP TKIP,PSK,-78,1,0,0.  0.  0.  0,0,,
00:71:C2:6F:D6:20,2016-02-27 06:43:16,2016-02-27 06:43:20,6,54,WPA2 WPA,CCMP TKIP,PSK,-76,2,0,0.  0.  0.  0,13,HOME-308A-2.4,
08:62:66:40:16:A0,2016-02-27 06:43:16,2016-02-27 06:43:16,6,54,WPA2,CCMP,PSK,-74,1,0,0.  0.  0.  0,7,KLSulli,
92:C7:92:32:E7:60,2016-02-27 06:43:16,2016-02-27 06:43:24,6,54,WPA2,CCMP,PSK,-72,4,0,0.  0.  0.  0,0,,
90:C7:92:32:E7:60,2016-02-27 06:43:16,2016-02-27 06:43:16,6,54,WPA2,CCMP TKIP,PSK,-72,3,0,0.  0.  0.  0,9,HOME-E762,
9C:D3:6D:99:14:0B,2016-02-27 06:43:16,2016-02-27 06:43:16,11,54,WPA2,CCMP,PSK,-72,1,0,0.  0.  0.  0,17,"""April Lane's 2.4 """,
96:C7:92:32:E7:60,2016-02-27 06:43:16,2016-02-27 06:43:20,6,54,OPN,,,-72,4,0,0.  0.  0.  0,11,xfinitywifi,
84:C9:B2:54:C6:F5,2016-02-27 06:43:19,2016-02-27 06:43:19,5,54,WPA,CCMP TKIP,PSK,-72,1,0,0.  0.  0.  0,15,Wee Ones Parade,
90:C7:92:1E:D3:30,2016-02-27 06:43:16,2016-02-27 06:43:24,11,54,WPA2,CCMP,PSK,-69,2,1,0.  0.  0.  0,12,NormanTheCat,
C0:4A:00:77:F3:14,2016-02-27 06:43:16,2016-02-27 06:43:24,6,54,WPA2 WPA,CCMP,PSK,-69,4,0,0.  0.  0.  0,8,equinoks,
44:32:C8:D0:73:10,2016-02-27 06:43:16,2016-02-27 06:43:23,11,54,WPA2 WPA,CCMP TKIP,PSK,-67,3,0,0.  0.  0.  0,9,HOME-7310,
5A:23:8C:E4:7D:05,2016-02-27 06:43:16,2016-02-27 06:43:20,11,54,OPN,,,-68,3,0,0.  0.  0.  0,11,xfinitywifi,
96:C7:92:1E:D3:30,2016-02-27 06:43:16,2016-02-27 06:43:24,11,54,OPN,,,-71,3,0,0.  0.  0.  0,11,xfinitywifi,
