Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
5C:AA:FD:6D:10:D1,2016-02-27 06:47:16,2016-02-27 06:47:20,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
00:20:00:84:16:F2,2016-02-27 06:13:42,2016-02-27 06:13:42,-64,2,(not associated),
D8:30:62:54:8A:0C,2016-02-27 06:13:47,2016-02-27 06:13:47,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:13:46,2016-02-27 06:13:51,-56,129,AA:66:7F:C5:EC:B0,
6C:AD:F8:28:07:EA,2016-02-27 06:13:45,2016-02-27 06:13:50,-54,38,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:13:42,2016-02-27 06:13:50,-54,149,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:13:42,2016-02-27 06:13:51,-54,9,00:25:00:FF:94:73,
D0:E1:40:9A:13:8E,2016-02-27 06:13:46,2016-02-27 06:13:50,-40,35,40:8B:07:23:86:B5,
FC:FC:48:06:CD:E4,2016-02-27 06:13:42,2016-02-27 06:13:42,-1,2,40:8B:07:23:86:B5,
90:18:7C:7A:FF:F7,2016-02-27 06:13:50,2016-02-27 06:13:50,-58,1,C0:3F:0E:09:75:A4,
34:4D:F7:1C:28:C4,2016-02-27 06:13:51,2016-02-27 06:13:51,-66,1,8E:04:FF:ED:A9:41,
5C:AA:FD:46:39:DB,2016-02-27 06:47:32,2016-02-27 06:47:32,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
84:78:8B:81:DC:C4,2016-02-27 06:47:31,2016-02-27 06:47:39,-62,2,40:8B:07:23:86:B5,
6C:AD:F8:1B:99:41,2016-02-27 06:47:31,2016-02-27 06:47:38,-58,35,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:47:32,2016-02-27 06:47:40,-56,11,00:25:00:FF:94:73,
5C:AA:FD:6D:10:D1,2016-02-27 06:47:31,2016-02-27 06:47:31,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
5C:AA:FD:6D:10:D0,2016-02-27 06:47:35,2016-02-27 06:47:35,-1,1,14:CC:20:C7:CE:FE,
F0:4F:7C:9F:C8:0D,2016-02-27 06:47:39,2016-02-27 06:47:40,-1,10,AA:66:7F:C5:EC:B0,
FC:FC:48:06:CD:E4,2016-02-27 06:47:50,2016-02-27 06:47:54,-60,20,40:8B:07:23:86:B5,
6C:AD:F8:1B:99:41,2016-02-27 06:47:46,2016-02-27 06:47:53,-56,83,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:47:47,2016-02-27 06:47:55,-56,8,00:25:00:FF:94:73,
00:20:00:84:16:F2,2016-02-27 06:47:52,2016-02-27 06:47:53,-70,4,(not associated),hnetwork-2-guest
5C:AA:FD:46:39:DB,2016-02-27 06:48:02,2016-02-27 06:48:02,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
34:4D:F7:1C:28:C4,2016-02-27 06:48:06,2016-02-27 06:48:06,-62,2,8E:04:FF:ED:A9:41,
DE:16:1F:BC:9D:D2,2016-02-27 06:48:02,2016-02-27 06:48:06,-56,6,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:48:05,2016-02-27 06:48:05,-50,1,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:48:01,2016-02-27 06:48:08,-1,16,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:48:02,2016-02-27 06:48:10,-1,180,AA:66:7F:C5:EC:B0,
20:A2:E4:C2:48:CE,2016-02-27 06:48:05,2016-02-27 06:48:05,-1,2,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:48:05,2016-02-27 06:48:05,-1,2,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:48:05,2016-02-27 06:48:05,-1,2,90:C7:92:32:E7:60,
00:0E:58:E9:24:B5,2016-02-27 06:48:09,2016-02-27 06:48:09,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
00:20:00:84:16:F2,2016-02-27 06:48:18,2016-02-27 06:48:19,-66,5,(not associated),hnetwork-2-guest
5C:AA:FD:46:39:DB,2016-02-27 06:48:17,2016-02-27 06:48:17,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
90:B6:86:4C:F9:DD,2016-02-27 06:48:20,2016-02-27 06:48:20,-62,2,EC:1A:59:3B:91:66,
F0:4F:7C:9F:C8:0D,2016-02-27 06:48:16,2016-02-27 06:48:25,-56,290,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:48:16,2016-02-27 06:48:24,-50,131,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:48:17,2016-02-27 06:48:25,-54,5,00:25:00:FF:94:73,
1C:3E:84:77:17:93,2016-02-27 06:48:18,2016-02-27 06:48:18,-1,1,40:4A:03:DE:C0:D3,
5C:B9:01:56:D6:73,2016-02-27 06:48:20,2016-02-27 06:48:20,-1,1,14:CC:20:C7:CE:FE,
DE:16:1F:BC:9D:D2,2016-02-27 06:48:32,2016-02-27 06:48:40,-54,10,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:48:35,2016-02-27 06:48:38,-54,97,10:86:8C:44:07:8E,
1C:3E:84:77:17:93,2016-02-27 06:48:32,2016-02-27 06:48:37,-1,2,40:4A:03:DE:C0:D3,
F0:4F:7C:9F:C8:0D,2016-02-27 06:48:35,2016-02-27 06:48:35,-1,3,AA:66:7F:C5:EC:B0,
5C:B9:01:56:D6:73,2016-02-27 06:48:38,2016-02-27 06:48:39,-1,2,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 06:48:38,2016-02-27 06:48:38,-1,1,14:CC:20:C7:CE:FE,
B0:05:94:77:3B:35,2016-02-27 06:48:39,2016-02-27 06:48:39,-1,1,6C:B0:CE:76:24:9C,
90:18:7C:7A:FF:F7,2016-02-27 06:48:39,2016-02-27 06:48:39,-50,4,C0:3F:0E:09:75:A4,
1C:3E:84:77:17:93,2016-02-27 06:48:48,2016-02-27 06:48:53,-68,24,40:4A:03:DE:C0:D3,
FC:FC:48:06:CD:E4,2016-02-27 06:48:47,2016-02-27 06:48:47,-60,2,40:8B:07:23:86:B5,
F0:4F:7C:9F:C8:0D,2016-02-27 06:48:46,2016-02-27 06:48:55,-58,66,AA:66:7F:C5:EC:B0,
84:78:8B:81:DC:C4,2016-02-27 06:48:47,2016-02-27 06:48:47,-58,1,40:8B:07:23:86:B5,
DE:16:1F:BC:9D:D2,2016-02-27 06:48:47,2016-02-27 06:48:55,-54,8,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:48:50,2016-02-27 06:48:50,-48,1,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 06:49:05,2016-02-27 06:49:05,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
F0:4F:7C:9F:C8:0D,2016-02-27 06:49:02,2016-02-27 06:49:10,-60,174,AA:66:7F:C5:EC:B0,
FC:FC:48:06:CD:E4,2016-02-27 06:49:04,2016-02-27 06:49:10,-56,380,40:8B:07:23:86:B5,
DE:16:1F:BC:9D:D2,2016-02-27 06:49:02,2016-02-27 06:49:10,-54,2,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:49:04,2016-02-27 06:49:08,-54,27,10:86:8C:44:07:8E,
00:20:00:84:16:F2,2016-02-27 06:49:08,2016-02-27 06:49:08,-62,1,(not associated),hnetwork-2-guest
84:7A:88:53:F8:EC,2016-02-27 06:49:20,2016-02-27 06:49:20,-78,2,84:C9:B2:54:C6:F5,
64:BC:0C:4A:E2:E5,2016-02-27 06:49:18,2016-02-27 06:49:18,-70,2,(not associated),Prescott Guest
40:B8:9A:5C:E1:03,2016-02-27 06:49:18,2016-02-27 06:49:18,-68,1,(not associated),
00:20:00:84:16:F2,2016-02-27 06:49:21,2016-02-27 06:49:21,-66,2,(not associated),hnetwork-2-guest
A0:39:F7:79:E5:3A,2016-02-27 06:49:17,2016-02-27 06:49:17,-64,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 06:49:16,2016-02-27 06:49:25,-58,38,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:49:17,2016-02-27 06:49:25,-56,6,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:49:20,2016-02-27 06:49:24,-58,219,10:86:8C:44:07:8E,
FC:FC:48:06:CD:E4,2016-02-27 06:49:17,2016-02-27 06:49:25,-68,11,40:8B:07:23:86:B5,
5C:B9:01:56:D6:73,2016-02-27 06:49:20,2016-02-27 06:49:20,-1,2,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 06:49:20,2016-02-27 06:49:24,-1,3,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D1,2016-02-27 06:49:24,2016-02-27 06:49:24,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
1C:3E:84:77:17:93,2016-02-27 06:49:32,2016-02-27 06:49:33,-66,3,40:4A:03:DE:C0:D3,
84:78:8B:81:DC:C4,2016-02-27 06:49:35,2016-02-27 06:49:40,-56,57,40:8B:07:23:86:B5,
DE:16:1F:BC:9D:D2,2016-02-27 06:49:32,2016-02-27 06:49:36,-54,5,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:49:34,2016-02-27 06:49:38,-54,18,10:86:8C:44:07:8E,
1C:99:4C:2F:B8:6C,2016-02-27 06:49:31,2016-02-27 06:49:31,-50,2,(not associated),
A0:39:F7:6A:C1:D3,2016-02-27 06:49:39,2016-02-27 06:49:39,-68,1,(not associated),
5C:AA:FD:6D:10:D1,2016-02-27 06:49:39,2016-02-27 06:49:39,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
90:18:7C:7A:FF:F7,2016-02-27 06:49:39,2016-02-27 06:49:39,-48,1,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 06:49:39,2016-02-27 06:49:39,-60,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
1C:3E:84:77:17:93,2016-02-27 06:49:49,2016-02-27 06:49:49,-64,1,40:4A:03:DE:C0:D3,
6C:AD:F8:1B:99:41,2016-02-27 06:49:47,2016-02-27 06:49:54,-58,21,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:49:47,2016-02-27 06:49:55,-54,8,00:25:00:FF:94:73,
F0:4F:7C:9F:C8:0D,2016-02-27 06:49:51,2016-02-27 06:49:55,-62,35,AA:66:7F:C5:EC:B0,
1C:99:4C:2F:B8:6C,2016-02-27 06:49:51,2016-02-27 06:49:54,-46,3,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:49:50,2016-02-27 06:49:54,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
FC:FC:48:06:CD:E4,2016-02-27 06:13:57,2016-02-27 06:14:01,-60,4,40:8B:07:23:86:B5,
FC:C2:DE:C7:D8:32,2016-02-27 06:14:01,2016-02-27 06:14:01,-58,1,90:EF:68:05:51:D9,
04:15:52:E7:A7:5B,2016-02-27 06:13:57,2016-02-27 06:14:02,-56,35,A0:A3:E2:21:6C:85,
DE:16:1F:BC:9D:D2,2016-02-27 06:13:57,2016-02-27 06:14:06,-54,10,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:13:57,2016-02-27 06:14:05,-60,78,10:86:8C:44:07:8E,
D0:E1:40:9A:13:8E,2016-02-27 06:14:00,2016-02-27 06:14:05,-38,5,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D0,2016-02-27 06:14:00,2016-02-27 06:14:00,-40,1,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 06:14:01,2016-02-27 06:14:05,-54,43,C0:3F:0E:09:75:A4,
5C:B9:01:56:D6:73,2016-02-27 06:14:04,2016-02-27 06:14:04,-1,2,14:CC:20:C7:CE:FE,
6C:40:08:4F:6E:9B,2016-02-27 06:50:02,2016-02-27 06:50:02,-68,27,14:CC:20:C7:CE:FE,
F0:4F:7C:9F:C8:0D,2016-02-27 06:50:06,2016-02-27 06:50:10,-58,16,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:50:02,2016-02-27 06:50:10,-54,9,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:50:05,2016-02-27 06:50:05,-54,93,10:86:8C:44:07:8E,
5C:B9:01:56:D6:73,2016-02-27 06:50:09,2016-02-27 06:50:09,-1,1,14:CC:20:C7:CE:FE,
6C:AD:F8:1B:99:41,2016-02-27 06:50:20,2016-02-27 06:50:24,-56,158,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:50:17,2016-02-27 06:50:25,-56,5,00:25:00:FF:94:73,
5C:AA:FD:6D:10:D1,2016-02-27 06:50:20,2016-02-27 06:50:24,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
F0:4F:7C:9F:C8:0D,2016-02-27 06:50:21,2016-02-27 06:50:25,-56,41,AA:66:7F:C5:EC:B0,
1C:3E:84:77:17:93,2016-02-27 06:50:23,2016-02-27 06:50:23,-66,1,40:4A:03:DE:C0:D3,
5C:AA:FD:6D:10:D0,2016-02-27 06:50:23,2016-02-27 06:50:23,-1,1,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 06:50:24,2016-02-27 06:50:24,-1,3,14:CC:20:C7:CE:FE,
FC:FC:48:06:CD:E4,2016-02-27 06:50:32,2016-02-27 06:50:40,-60,411,40:8B:07:23:86:B5,
F0:4F:7C:9F:C8:0D,2016-02-27 06:50:35,2016-02-27 06:50:36,-58,9,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:50:32,2016-02-27 06:50:40,-56,5,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:50:32,2016-02-27 06:50:32,-46,4,(not associated),64oz
5C:AA:FD:6D:10:D1,2016-02-27 06:50:39,2016-02-27 06:50:39,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:AD:F8:1B:99:41,2016-02-27 06:50:39,2016-02-27 06:50:39,-58,4,10:86:8C:44:07:8E,
5C:AA:FD:46:39:DB,2016-02-27 06:50:51,2016-02-27 06:50:55,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
FC:FC:48:06:CD:E4,2016-02-27 06:50:47,2016-02-27 06:50:55,-62,131,40:8B:07:23:86:B5,
F0:4F:7C:9F:C8:0D,2016-02-27 06:50:51,2016-02-27 06:50:55,-58,28,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:50:47,2016-02-27 06:50:51,-54,5,00:25:00:FF:94:73,
1C:99:4C:2F:B8:6C,2016-02-27 06:50:47,2016-02-27 06:50:47,-52,2,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:50:47,2016-02-27 06:50:54,-40,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:AD:F8:28:07:EA,2016-02-27 06:50:55,2016-02-27 06:50:55,-60,3,C0:3F:0E:09:75:A4,
84:78:8B:81:DC:C4,2016-02-27 06:50:55,2016-02-27 06:50:55,-56,140,40:8B:07:23:86:B5,
08:3D:88:AE:45:5F,2016-02-27 06:51:04,2016-02-27 06:51:04,-70,1,EC:1A:59:3B:91:66,
FC:FC:48:06:CD:E4,2016-02-27 06:51:06,2016-02-27 06:51:06,-66,1,40:8B:07:23:86:B5,
5C:AA:FD:46:39:DB,2016-02-27 06:51:06,2016-02-27 06:51:06,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
DA:A1:19:1C:BB:C1,2016-02-27 06:51:02,2016-02-27 06:51:02,-64,1,(not associated),
90:B6:86:4C:F9:DD,2016-02-27 06:51:02,2016-02-27 06:51:02,-58,1,EC:1A:59:3B:91:66,
F0:4F:7C:9F:C8:0D,2016-02-27 06:51:02,2016-02-27 06:51:10,-58,225,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:51:02,2016-02-27 06:51:10,-54,5,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:51:05,2016-02-27 06:51:05,-52,1,C0:3F:0E:09:75:A4,
1C:99:4C:2F:B8:6C,2016-02-27 06:51:05,2016-02-27 06:51:05,-48,1,C0:3F:0E:09:75:A4,
5C:B9:01:56:D6:73,2016-02-27 06:51:05,2016-02-27 06:51:05,-1,1,14:CC:20:C7:CE:FE,
00:20:00:84:16:F2,2016-02-27 06:51:21,2016-02-27 06:51:21,-70,3,(not associated),hnetwork-2-guest
6C:AD:F8:5F:EF:9D,2016-02-27 06:51:20,2016-02-27 06:51:20,-66,17,E8:3E:FC:9F:45:10,
5C:AA:FD:46:39:DB,2016-02-27 06:51:21,2016-02-27 06:51:21,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 06:51:17,2016-02-27 06:51:25,-58,231,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:51:17,2016-02-27 06:51:25,-56,7,00:25:00:FF:94:73,
20:A2:E4:C2:48:CE,2016-02-27 06:51:17,2016-02-27 06:51:17,-1,2,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:51:17,2016-02-27 06:51:17,-1,4,90:C7:92:32:E7:60,
78:F8:82:D1:14:60,2016-02-27 06:51:24,2016-02-27 06:51:24,-70,1,40:4A:03:DE:C0:D3,
5C:AA:FD:6D:10:D0,2016-02-27 06:51:24,2016-02-27 06:51:24,-1,2,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 06:51:24,2016-02-27 06:51:24,-1,1,14:CC:20:C7:CE:FE,
5C:AA:FD:46:39:DB,2016-02-27 06:51:32,2016-02-27 06:51:32,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:28:07:EA,2016-02-27 06:51:33,2016-02-27 06:51:35,-60,16,C0:3F:0E:09:75:A4,64oz
78:F8:82:D1:14:60,2016-02-27 06:51:32,2016-02-27 06:51:32,-58,1,40:4A:03:DE:C0:D3,
90:B6:86:4C:F9:DD,2016-02-27 06:51:35,2016-02-27 06:51:35,-58,1,EC:1A:59:3B:91:66,
6C:AD:F8:1B:99:41,2016-02-27 06:51:35,2016-02-27 06:51:36,-58,8,10:86:8C:44:07:8E,Roxie
F0:4F:7C:9F:C8:0D,2016-02-27 06:51:32,2016-02-27 06:51:41,-58,245,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:51:32,2016-02-27 06:51:40,-56,5,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:51:35,2016-02-27 06:51:35,-50,5,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:51:32,2016-02-27 06:51:32,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
20:A2:E4:C2:48:CE,2016-02-27 06:51:32,2016-02-27 06:51:32,-1,1,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:51:32,2016-02-27 06:51:32,-1,1,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:51:32,2016-02-27 06:51:32,-1,5,90:C7:92:32:E7:60,
6C:40:08:4F:6E:9B,2016-02-27 06:51:35,2016-02-27 06:51:35,-1,11,14:CC:20:C7:CE:FE,
00:20:00:84:16:F2,2016-02-27 06:51:47,2016-02-27 06:51:53,-70,6,(not associated),hnetwork-2-guest
6C:AD:F8:28:07:EA,2016-02-27 06:51:51,2016-02-27 06:51:55,-60,6,C0:3F:0E:09:75:A4,
1C:99:4C:2F:B8:6C,2016-02-27 06:51:51,2016-02-27 06:51:51,-58,1,C0:3F:0E:09:75:A4,
F0:4F:7C:9F:C8:0D,2016-02-27 06:51:51,2016-02-27 06:51:51,-58,68,AA:66:7F:C5:EC:B0,
84:78:8B:81:DC:C4,2016-02-27 06:51:47,2016-02-27 06:51:55,-58,2,40:8B:07:23:86:B5,
DE:16:1F:BC:9D:D2,2016-02-27 06:51:47,2016-02-27 06:51:55,-54,5,00:25:00:FF:94:73,
D8:30:62:54:8A:0C,2016-02-27 06:51:48,2016-02-27 06:51:48,-56,1,90:EF:68:05:51:D9,
5C:AA:FD:6D:10:D1,2016-02-27 06:51:47,2016-02-27 06:51:47,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 06:51:47,2016-02-27 06:51:47,-1,1,40:8B:07:23:86:B5,
20:A2:E4:C2:48:CE,2016-02-27 06:51:47,2016-02-27 06:51:47,-1,2,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:51:47,2016-02-27 06:51:47,-1,4,90:C7:92:32:E7:60,
A0:B4:A5:72:A9:D4,2016-02-27 06:51:47,2016-02-27 06:51:47,-1,1,40:8B:07:23:86:B5,
04:54:53:0B:D6:AD,2016-02-27 06:51:53,2016-02-27 06:51:53,-68,1,A2:E4:CB:56:21:6C,
90:18:7C:7A:FF:F7,2016-02-27 06:51:54,2016-02-27 06:51:55,-52,7,C0:3F:0E:09:75:A4,
90:B6:86:4C:F9:DD,2016-02-27 06:52:05,2016-02-27 06:52:10,-66,2,EC:1A:59:3B:91:66,
5C:AA:FD:46:39:DB,2016-02-27 06:52:02,2016-02-27 06:52:06,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
00:20:00:84:16:F2,2016-02-27 06:52:06,2016-02-27 06:52:06,-64,2,(not associated),
00:0E:58:E9:24:B5,2016-02-27 06:52:06,2016-02-27 06:52:10,-62,2,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
F0:4F:7C:9F:C8:0D,2016-02-27 06:52:02,2016-02-27 06:52:11,-58,87,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:52:02,2016-02-27 06:52:09,-56,3,00:25:00:FF:94:73,
D8:30:62:54:8A:0C,2016-02-27 06:52:07,2016-02-27 06:52:07,-56,1,90:EF:68:05:51:D9,
5C:AA:FD:6D:10:D0,2016-02-27 06:52:04,2016-02-27 06:52:04,-40,1,14:CC:20:C7:CE:FE,
6C:40:08:4F:6E:9B,2016-02-27 06:52:17,2016-02-27 06:52:17,-70,2,14:CC:20:C7:CE:FE,
08:3D:88:AE:45:5F,2016-02-27 06:52:21,2016-02-27 06:52:21,-70,1,EC:1A:59:3B:91:66,
9C:04:EB:AC:78:39,2016-02-27 06:52:21,2016-02-27 06:52:21,-68,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 06:52:17,2016-02-27 06:52:21,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
FC:C2:DE:C7:D8:32,2016-02-27 06:52:17,2016-02-27 06:52:17,-62,1,90:EF:68:05:51:D9,
90:B6:86:4C:F9:DD,2016-02-27 06:52:21,2016-02-27 06:52:21,-62,1,EC:1A:59:3B:91:66,
DE:16:1F:BC:9D:D2,2016-02-27 06:52:17,2016-02-27 06:52:26,-54,6,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:52:21,2016-02-27 06:52:21,-52,1,C0:3F:0E:09:75:A4,
74:81:14:9E:F2:79,2016-02-27 06:52:27,2016-02-27 06:52:24,-48,2,14:CC:20:C7:CE:FE,
20:A2:E4:C2:48:CE,2016-02-27 06:52:17,2016-02-27 06:52:17,-1,2,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:52:17,2016-02-27 06:52:17,-1,1,90:C7:92:32:E7:60,
04:54:53:0B:D6:AD,2016-02-27 06:52:23,2016-02-27 06:52:23,-66,3,A2:E4:CB:56:21:6C,
F0:4F:7C:9F:C8:0D,2016-02-27 06:52:24,2016-02-27 06:52:26,-58,34,AA:66:7F:C5:EC:B0,
5C:B9:01:56:D6:73,2016-02-27 06:52:24,2016-02-27 06:52:24,-1,1,14:CC:20:C7:CE:FE,
F0:4F:7C:9F:C8:0D,2016-02-27 06:14:12,2016-02-27 06:14:20,-54,47,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:14:12,2016-02-27 06:14:21,-56,10,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:14:12,2016-02-27 06:14:20,-56,82,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:14:14,2016-02-27 06:14:20,-54,154,10:86:8C:44:07:8E,
D0:E1:40:9A:13:8E,2016-02-27 06:14:15,2016-02-27 06:14:20,-40,3,40:8B:07:23:86:B5,
5C:AA:FD:46:39:DB,2016-02-27 06:52:32,2016-02-27 06:52:32,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
00:20:00:84:16:F2,2016-02-27 06:52:32,2016-02-27 06:52:32,-64,3,(not associated),
6C:AD:F8:28:07:EA,2016-02-27 06:52:36,2016-02-27 06:52:36,-60,5,C0:3F:0E:09:75:A4,
DE:16:1F:BC:9D:D2,2016-02-27 06:52:32,2016-02-27 06:52:39,-56,8,00:25:00:FF:94:73,
74:81:14:9E:F2:79,2016-02-27 06:52:32,2016-02-27 06:52:32,-50,1,14:CC:20:C7:CE:FE,
20:A2:E4:C2:48:CE,2016-02-27 06:52:32,2016-02-27 06:52:32,-1,6,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:52:32,2016-02-27 06:52:32,-1,2,90:C7:92:32:E7:60,
F0:4F:7C:9F:C8:0D,2016-02-27 06:52:35,2016-02-27 06:52:41,-58,63,AA:66:7F:C5:EC:B0,
90:B6:86:4C:F9:DD,2016-02-27 06:52:51,2016-02-27 06:52:54,-62,2,EC:1A:59:3B:91:66,
34:4D:F7:1C:28:C4,2016-02-27 06:52:52,2016-02-27 06:52:52,-66,1,8E:04:FF:ED:A9:41,
00:0E:58:E9:24:B5,2016-02-27 06:52:51,2016-02-27 06:52:55,-62,3,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
FC:FC:48:06:CD:E4,2016-02-27 06:52:47,2016-02-27 06:52:47,-62,1,40:8B:07:23:86:B5,
FC:C2:DE:C7:D8:32,2016-02-27 06:52:52,2016-02-27 06:52:52,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:52:47,2016-02-27 06:52:56,-58,91,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 06:52:47,2016-02-27 06:52:47,-56,1,90:EF:68:05:51:D9,
DE:16:1F:BC:9D:D2,2016-02-27 06:52:48,2016-02-27 06:52:56,-54,7,00:25:00:FF:94:73,
A0:B4:A5:72:A9:D4,2016-02-27 06:52:47,2016-02-27 06:52:47,-48,1,40:8B:07:23:86:B5,
C0:CE:CD:2B:0A:37,2016-02-27 06:52:47,2016-02-27 06:52:47,-1,3,90:C7:92:32:E7:60,
5C:B9:01:56:D6:73,2016-02-27 06:52:50,2016-02-27 06:52:50,-1,1,14:CC:20:C7:CE:FE,
