Station MAC,First time seen,Last time seen,Power,# packets,BSSID,Probed ESSIDs
90:18:7C:7A:FF:F7,2016-02-27 06:37:49,2016-02-27 06:37:49,-44,2,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:37:45,2016-02-27 06:37:45,-42,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:AD:F8:28:07:EA,2016-02-27 06:37:49,2016-02-27 06:37:49,-1,2,C0:3F:0E:09:75:A4,
84:78:8B:81:DC:C4,2016-02-27 06:37:52,2016-02-27 06:37:52,-52,2,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D0,2016-02-27 06:37:53,2016-02-27 06:37:53,-40,1,14:CC:20:C7:CE:FE,
6C:AD:F8:1B:99:41,2016-02-27 06:38:00,2016-02-27 06:38:04,-60,106,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:38:00,2016-02-27 06:38:09,-54,10,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:38:01,2016-02-27 06:38:06,-52,2,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:38:00,2016-02-27 06:38:08,-40,3,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
F0:4F:7C:9F:C8:0D,2016-02-27 06:38:03,2016-02-27 06:38:03,-1,12,AA:66:7F:C5:EC:B0,
5C:B9:01:56:D6:73,2016-02-27 06:38:08,2016-02-27 06:38:08,-1,1,14:CC:20:C7:CE:FE,
34:4D:F7:1C:28:C4,2016-02-27 06:38:15,2016-02-27 06:38:16,-62,9,8E:04:FF:ED:A9:41,
6C:AD:F8:1B:99:41,2016-02-27 06:38:15,2016-02-27 06:38:23,-56,216,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:38:15,2016-02-27 06:38:24,-54,8,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:38:18,2016-02-27 06:38:18,-52,7,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:38:15,2016-02-27 06:38:19,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:25:98:5F:1F:77,2016-02-27 06:38:22,2016-02-27 06:38:22,-1,1,A0:A3:E2:21:6C:85,
5C:AA:FD:6D:10:D0,2016-02-27 06:38:23,2016-02-27 06:38:23,-40,1,14:CC:20:C7:CE:FE,
D0:E1:40:9A:13:8E,2016-02-27 06:38:23,2016-02-27 06:38:23,-44,1,40:8B:07:23:86:B5,
00:20:00:84:16:F2,2016-02-27 06:38:32,2016-02-27 06:38:38,-68,2,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 06:38:34,2016-02-27 06:38:34,-62,2,8E:04:FF:ED:A9:41,
F0:4F:7C:9F:C8:0D,2016-02-27 06:38:30,2016-02-27 06:38:39,-58,158,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:38:33,2016-02-27 06:38:37,-54,139,10:86:8C:44:07:8E,
84:78:8B:81:DC:C4,2016-02-27 06:38:33,2016-02-27 06:38:38,-48,3,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:38:33,2016-02-27 06:38:37,-44,20,40:8B:07:23:86:B5,
34:4D:F7:1C:28:C4,2016-02-27 06:38:49,2016-02-27 06:38:53,-62,4,8E:04:FF:ED:A9:41,
5C:AA:FD:46:39:DB,2016-02-27 06:38:46,2016-02-27 06:38:54,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:1B:99:41,2016-02-27 06:38:45,2016-02-27 06:38:53,-60,80,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:38:49,2016-02-27 06:38:54,-56,158,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:38:46,2016-02-27 06:38:54,-54,9,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:38:45,2016-02-27 06:38:45,-48,3,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:38:49,2016-02-27 06:38:52,-44,7,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:38:45,2016-02-27 06:38:45,-38,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
5C:AA:FD:6D:10:D0,2016-02-27 06:38:53,2016-02-27 06:38:53,-40,1,14:CC:20:C7:CE:FE,
1C:99:4C:2F:B8:6C,2016-02-27 06:38:53,2016-02-27 06:38:53,-60,1,C0:3F:0E:09:75:A4,
5C:AA:FD:46:39:DB,2016-02-27 06:39:01,2016-02-27 06:39:09,-62,3,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
D8:30:62:54:8A:0C,2016-02-27 06:39:02,2016-02-27 06:39:02,-62,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:39:00,2016-02-27 06:39:07,-56,22,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:39:01,2016-02-27 06:39:09,-54,11,00:25:00:FF:94:73,
5C:AA:FD:6D:10:D1,2016-02-27 06:39:00,2016-02-27 06:39:00,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:AD:F8:5F:EF:9D,2016-02-27 06:39:08,2016-02-27 06:39:08,-66,1,E8:3E:FC:9F:45:10,
90:18:7C:7A:FF:F7,2016-02-27 06:39:08,2016-02-27 06:39:08,-48,9,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 06:39:08,2016-02-27 06:39:08,-64,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
5C:AA:FD:46:39:DB,2016-02-27 06:39:16,2016-02-27 06:39:20,-62,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
6C:AD:F8:1B:99:41,2016-02-27 06:39:15,2016-02-27 06:39:23,-56,188,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:39:16,2016-02-27 06:39:24,-54,10,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:39:19,2016-02-27 06:39:19,-52,1,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:39:19,2016-02-27 06:39:23,-46,3,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:39:15,2016-02-27 06:39:15,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 06:39:19,2016-02-27 06:39:23,-46,8,40:8B:07:23:86:B5,
00:0E:58:E9:24:B5,2016-02-27 06:39:23,2016-02-27 06:39:23,-64,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
84:8E:0C:71:6B:19,2016-02-27 06:39:31,2016-02-27 06:39:31,-70,1,9C:34:26:25:AC:C6,
04:54:53:0B:D6:AD,2016-02-27 06:39:30,2016-02-27 06:39:30,-64,2,A2:E4:CB:56:21:6C,
5C:AA:FD:46:39:DB,2016-02-27 06:39:31,2016-02-27 06:39:35,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 06:39:31,2016-02-27 06:39:39,-58,84,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:39:30,2016-02-27 06:39:38,-60,69,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:39:31,2016-02-27 06:39:35,-56,5,00:25:00:FF:94:73,
FC:FC:48:06:CD:E4,2016-02-27 06:39:34,2016-02-27 06:39:38,-58,14,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:39:34,2016-02-27 06:39:38,-46,7,40:8B:07:23:86:B5,
90:18:7C:7A:FF:F7,2016-02-27 06:39:38,2016-02-27 06:39:38,-46,4,C0:3F:0E:09:75:A4,
FC:FC:48:06:CD:E4,2016-02-27 06:39:48,2016-02-27 06:39:53,-60,378,40:8B:07:23:86:B5,
5C:AA:FD:46:39:DB,2016-02-27 06:39:50,2016-02-27 06:39:50,-60,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 06:39:46,2016-02-27 06:39:53,-58,85,AA:66:7F:C5:EC:B0,
D8:30:62:54:8A:0C,2016-02-27 06:39:50,2016-02-27 06:39:50,-58,1,90:EF:68:05:51:D9,
DE:16:1F:BC:9D:D2,2016-02-27 06:39:45,2016-02-27 06:39:50,-56,3,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:39:45,2016-02-27 06:39:53,-54,179,10:86:8C:44:07:8E,
D0:25:98:5F:1F:77,2016-02-27 06:39:45,2016-02-27 06:39:45,-1,2,A0:A3:E2:21:6C:85,
34:C0:59:E3:8B:43,2016-02-27 06:39:46,2016-02-27 06:39:46,-1,1,A0:A3:E2:21:6C:85,
5C:AA:FD:6D:10:D0,2016-02-27 06:39:53,2016-02-27 06:39:53,-40,1,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 06:39:53,2016-02-27 06:39:53,-1,1,14:CC:20:C7:CE:FE,
D0:E1:40:9A:13:8E,2016-02-27 06:39:53,2016-02-27 06:39:53,-46,1,40:8B:07:23:86:B5,
34:4D:F7:1C:28:C4,2016-02-27 06:12:57,2016-02-27 06:12:57,-64,1,8E:04:FF:ED:A9:41,
F0:4F:7C:9F:C8:0D,2016-02-27 06:12:57,2016-02-27 06:13:05,-58,14,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:12:57,2016-02-27 06:13:05,-56,8,00:25:00:FF:94:73,
1C:99:4C:2F:B8:6C,2016-02-27 06:12:59,2016-02-27 06:13:03,-56,2,C0:3F:0E:09:75:A4,
6C:AD:F8:28:07:EA,2016-02-27 06:13:00,2016-02-27 06:13:03,-54,48,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:12:59,2016-02-27 06:13:05,-54,123,10:86:8C:44:07:8E,
FC:FC:48:06:CD:E4,2016-02-27 06:12:57,2016-02-27 06:12:57,-44,1,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:12:57,2016-02-27 06:13:05,-38,29,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D0,2016-02-27 06:13:00,2016-02-27 06:13:04,-40,2,14:CC:20:C7:CE:FE,
00:1E:65:91:4A:98,2016-02-27 06:12:58,2016-02-27 06:13:02,-32,4,74:85:2A:97:5B:08,
5C:B9:01:56:D6:73,2016-02-27 06:12:57,2016-02-27 06:13:04,-1,4,14:CC:20:C7:CE:FE,
34:4D:F7:1C:28:C4,2016-02-27 06:40:02,2016-02-27 06:40:02,-62,1,8E:04:FF:ED:A9:41,
5C:AA:FD:46:39:DA,2016-02-27 06:40:05,2016-02-27 06:40:05,-62,1,A0:A3:E2:21:6C:85,
F0:4F:7C:9F:C8:0D,2016-02-27 06:40:01,2016-02-27 06:40:01,-58,18,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:40:01,2016-02-27 06:40:09,-54,8,00:25:00:FF:94:73,
1C:99:4C:2F:B8:6C,2016-02-27 06:40:04,2016-02-27 06:40:04,-48,2,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:40:00,2016-02-27 06:40:07,-58,123,10:86:8C:44:07:8E,
6C:AD:F8:28:07:EA,2016-02-27 06:40:00,2016-02-27 06:40:00,-1,1,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:40:04,2016-02-27 06:40:04,-1,3,C0:3F:0E:09:75:A4,
A0:39:F7:79:E5:3A,2016-02-27 06:40:15,2016-02-27 06:40:15,-64,1,(not associated),
6C:AD:F8:1B:99:41,2016-02-27 06:40:19,2016-02-27 06:40:22,-60,100,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:40:16,2016-02-27 06:40:24,-60,141,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:40:20,2016-02-27 06:40:24,-56,5,00:25:00:FF:94:73,
5C:B9:01:56:D6:73,2016-02-27 06:40:15,2016-02-27 06:40:15,-1,1,14:CC:20:C7:CE:FE,
5C:AA:FD:6D:10:D0,2016-02-27 06:40:15,2016-02-27 06:40:23,-42,2,14:CC:20:C7:CE:FE,
00:20:00:84:16:F2,2016-02-27 06:40:23,2016-02-27 06:40:23,-62,3,(not associated),
6C:40:08:4F:6E:9B,2016-02-27 06:40:23,2016-02-27 06:40:23,-62,1,14:CC:20:C7:CE:FE,
6C:AD:F8:28:07:EA,2016-02-27 06:40:23,2016-02-27 06:40:23,-54,1,C0:3F:0E:09:75:A4,
00:0E:58:E9:24:B5,2016-02-27 06:40:23,2016-02-27 06:40:23,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
90:18:7C:7A:FF:F7,2016-02-27 06:40:23,2016-02-27 06:40:23,-50,1,C0:3F:0E:09:75:A4,
6C:40:08:4F:6E:9B,2016-02-27 06:40:31,2016-02-27 06:40:33,-66,2,14:CC:20:C7:CE:FE,
34:4D:F7:1C:28:C4,2016-02-27 06:40:35,2016-02-27 06:40:39,-62,3,8E:04:FF:ED:A9:41,
D8:30:62:54:8A:0C,2016-02-27 06:40:31,2016-02-27 06:40:31,-62,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:40:31,2016-02-27 06:40:38,-56,192,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:40:30,2016-02-27 06:40:39,-56,10,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:40:33,2016-02-27 06:40:34,-48,24,40:8B:07:23:86:B5,
D0:E1:40:9A:13:8E,2016-02-27 06:40:33,2016-02-27 06:40:37,-42,5,40:8B:07:23:86:B5,
00:20:00:84:16:F2,2016-02-27 06:40:49,2016-02-27 06:40:49,-62,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 06:40:46,2016-02-27 06:40:46,-58,23,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:40:45,2016-02-27 06:40:53,-58,162,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:40:46,2016-02-27 06:40:54,-56,7,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:40:49,2016-02-27 06:40:49,-54,3,C0:3F:0E:09:75:A4,
84:78:8B:81:DC:C4,2016-02-27 06:40:49,2016-02-27 06:40:54,-50,236,40:8B:07:23:86:B5,
1C:99:4C:2F:B8:6C,2016-02-27 06:40:49,2016-02-27 06:40:49,-48,1,C0:3F:0E:09:75:A4,
6C:40:08:4F:6E:9B,2016-02-27 06:41:04,2016-02-27 06:41:04,-66,8,14:CC:20:C7:CE:FE,
D8:30:62:54:8A:0C,2016-02-27 06:41:05,2016-02-27 06:41:05,-60,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:41:00,2016-02-27 06:41:07,-46,168,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:41:01,2016-02-27 06:41:09,-58,57,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:41:01,2016-02-27 06:41:09,-54,5,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:41:01,2016-02-27 06:41:09,-54,419,40:8B:07:23:86:B5,
90:18:7C:7A:FF:F7,2016-02-27 06:41:08,2016-02-27 06:41:08,-50,6,C0:3F:0E:09:75:A4,
94:E9:6A:59:E4:06,2016-02-27 06:41:08,2016-02-27 06:41:08,-62,2,6C:B0:CE:B9:17:95,
00:20:00:84:16:F2,2016-02-27 06:41:16,2016-02-27 06:41:20,-66,3,(not associated),hnetwork-2-guest
08:3D:88:02:7C:E6,2016-02-27 06:41:20,2016-02-27 06:41:20,-64,1,(not associated),
FC:C2:DE:C7:D8:32,2016-02-27 06:41:20,2016-02-27 06:41:20,-60,1,90:EF:68:05:51:D9,
F0:4F:7C:9F:C8:0D,2016-02-27 06:41:16,2016-02-27 06:41:23,-58,40,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:41:16,2016-02-27 06:41:23,-56,191,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:41:16,2016-02-27 06:41:24,-54,7,00:25:00:FF:94:73,
84:78:8B:81:DC:C4,2016-02-27 06:41:19,2016-02-27 06:41:24,-50,302,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:41:23,2016-02-27 06:41:23,-42,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D8:30:62:54:8A:0C,2016-02-27 06:41:35,2016-02-27 06:41:35,-62,1,90:EF:68:05:51:D9,
6C:AD:F8:1B:99:41,2016-02-27 06:41:31,2016-02-27 06:41:38,-58,228,10:86:8C:44:07:8E,
F0:4F:7C:9F:C8:0D,2016-02-27 06:41:31,2016-02-27 06:41:31,-58,28,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:41:35,2016-02-27 06:41:39,-56,6,00:25:00:FF:94:73,
90:18:7C:7A:FF:F7,2016-02-27 06:41:34,2016-02-27 06:41:34,-50,4,C0:3F:0E:09:75:A4,
84:78:8B:81:DC:C4,2016-02-27 06:41:31,2016-02-27 06:41:39,-46,80,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:41:34,2016-02-27 06:41:38,-42,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
F0:27:2D:68:20:AD,2016-02-27 06:41:35,2016-02-27 06:41:35,-1,3,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:41:35,2016-02-27 06:41:35,-1,1,90:C7:92:32:E7:60,
FC:FC:48:06:CD:E4,2016-02-27 06:41:39,2016-02-27 06:41:39,-68,2,40:8B:07:23:86:B5,
D0:25:98:5F:1F:77,2016-02-27 06:41:46,2016-02-27 06:41:46,-66,1,A0:A3:E2:21:6C:85,
00:20:00:84:16:F2,2016-02-27 06:41:46,2016-02-27 06:41:48,-64,4,(not associated),hnetwork-2-guest
34:4D:F7:1C:28:C4,2016-02-27 06:41:47,2016-02-27 06:41:47,-62,1,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 06:41:49,2016-02-27 06:41:54,-60,105,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:41:46,2016-02-27 06:41:54,-56,9,00:25:00:FF:94:73,
D0:E1:40:9A:13:8E,2016-02-27 06:41:48,2016-02-27 06:41:54,-50,7,40:8B:07:23:86:B5,
5C:AA:FD:6D:10:D1,2016-02-27 06:41:49,2016-02-27 06:41:53,-42,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
6C:AD:F8:1B:99:41,2016-02-27 06:41:46,2016-02-27 06:41:53,-60,84,10:86:8C:44:07:8E,
20:A2:E4:C2:48:CE,2016-02-27 06:41:50,2016-02-27 06:41:50,-1,1,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:41:50,2016-02-27 06:41:50,-1,3,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:41:50,2016-02-27 06:41:50,-1,1,90:C7:92:32:E7:60,
5C:AA:FD:6D:10:D0,2016-02-27 06:41:53,2016-02-27 06:41:53,-40,1,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 06:41:53,2016-02-27 06:41:53,-58,1,14:CC:20:C7:CE:FE,
F0:27:2D:DA:E9:7F,2016-02-27 06:42:03,2016-02-27 06:42:03,-68,1,40:4A:03:DE:C0:D3,
6C:40:08:4F:6E:9B,2016-02-27 06:42:01,2016-02-27 06:42:01,-66,3,14:CC:20:C7:CE:FE,
F0:4F:7C:9F:C8:0D,2016-02-27 06:42:01,2016-02-27 06:42:09,-58,120,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:42:04,2016-02-27 06:42:09,-56,7,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:42:01,2016-02-27 06:42:07,-54,90,10:86:8C:44:07:8E,
6C:AD:F8:28:07:EA,2016-02-27 06:42:04,2016-02-27 06:42:04,-54,1,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:42:04,2016-02-27 06:42:04,-48,1,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 06:42:05,2016-02-27 06:42:05,-1,1,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:42:05,2016-02-27 06:42:05,-1,4,90:C7:92:32:E7:60,
08:74:02:52:20:4D,2016-02-27 06:42:05,2016-02-27 06:42:05,-1,1,10:5F:06:72:78:35,
E8:50:8B:B8:44:18,2016-02-27 06:42:20,2016-02-27 06:42:25,-66,2,(not associated),
F0:4F:7C:9F:C8:0D,2016-02-27 06:42:16,2016-02-27 06:42:23,-58,113,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:42:20,2016-02-27 06:42:24,-60,9,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:42:16,2016-02-27 06:42:24,-52,235,10:86:8C:44:07:8E,
5C:AA:FD:6D:10:D1,2016-02-27 06:42:16,2016-02-27 06:42:23,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
D0:E1:40:9A:13:8E,2016-02-27 06:42:16,2016-02-27 06:42:16,-38,1,40:8B:07:23:86:B5,
90:18:7C:7A:FF:F7,2016-02-27 06:42:19,2016-02-27 06:42:19,-1,2,C0:3F:0E:09:75:A4,
20:A2:E4:C2:48:CE,2016-02-27 06:42:20,2016-02-27 06:42:20,-1,1,90:C7:92:32:E7:60,
F0:27:2D:68:20:AD,2016-02-27 06:42:20,2016-02-27 06:42:20,-1,3,90:C7:92:32:E7:60,
5C:AA:FD:6D:10:D0,2016-02-27 06:42:23,2016-02-27 06:42:23,-40,1,14:CC:20:C7:CE:FE,
5C:AA:FD:46:39:DB,2016-02-27 06:42:24,2016-02-27 06:42:24,-66,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
40:B8:9A:5C:E1:03,2016-02-27 06:13:15,2016-02-27 06:13:15,-70,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 06:13:12,2016-02-27 06:13:16,-62,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 06:13:12,2016-02-27 06:13:12,-60,1,AA:66:7F:C5:EC:B0,
6C:AD:F8:1B:99:41,2016-02-27 06:13:12,2016-02-27 06:13:20,-46,198,10:86:8C:44:07:8E,
DE:16:1F:BC:9D:D2,2016-02-27 06:13:12,2016-02-27 06:13:20,-58,5,00:25:00:FF:94:73,
6C:AD:F8:28:07:EA,2016-02-27 06:13:14,2016-02-27 06:13:20,-56,42,C0:3F:0E:09:75:A4,
D0:E1:40:9A:13:8E,2016-02-27 06:13:16,2016-02-27 06:13:20,-40,19,40:8B:07:23:86:B5,
04:15:52:E7:A7:5B,2016-02-27 06:13:16,2016-02-27 06:13:16,-1,4,A0:A3:E2:21:6C:85,
5C:AA:FD:6D:10:D0,2016-02-27 06:13:19,2016-02-27 06:13:19,-40,2,14:CC:20:C7:CE:FE,
5C:B9:01:56:D6:73,2016-02-27 06:13:19,2016-02-27 06:13:19,-1,1,14:CC:20:C7:CE:FE,
34:4D:F7:1C:28:C4,2016-02-27 06:13:20,2016-02-27 06:13:20,-64,1,8E:04:FF:ED:A9:41,
00:20:00:84:16:F2,2016-02-27 06:42:34,2016-02-27 06:42:34,-68,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 06:42:35,2016-02-27 06:42:39,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
DE:16:1F:BC:9D:D2,2016-02-27 06:42:35,2016-02-27 06:42:39,-56,5,00:25:00:FF:94:73,
F0:4F:7C:9F:C8:0D,2016-02-27 06:42:31,2016-02-27 06:42:35,-58,106,AA:66:7F:C5:EC:B0,
6C:AD:F8:28:07:EA,2016-02-27 06:42:34,2016-02-27 06:42:34,-56,9,C0:3F:0E:09:75:A4,
1C:99:4C:2F:B8:6C,2016-02-27 06:42:34,2016-02-27 06:42:34,-56,1,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:42:34,2016-02-27 06:42:34,-52,5,C0:3F:0E:09:75:A4,
6C:AD:F8:1B:99:41,2016-02-27 06:42:31,2016-02-27 06:42:39,-54,190,10:86:8C:44:07:8E,
5C:AA:FD:6D:10:D1,2016-02-27 06:42:31,2016-02-27 06:42:31,-40,1,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
00:20:00:84:16:F2,2016-02-27 06:42:46,2016-02-27 06:42:46,-70,1,(not associated),
00:0E:58:E9:24:B5,2016-02-27 06:42:49,2016-02-27 06:42:49,-62,1,(not associated),Sonos_zgCcfASRPuguqRQmWGuRMELbMc
FC:FC:48:06:CD:E4,2016-02-27 06:42:50,2016-02-27 06:42:50,-62,1,40:8B:07:23:86:B5,
5C:AA:FD:46:39:DB,2016-02-27 06:42:50,2016-02-27 06:42:54,-64,2,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
F0:4F:7C:9F:C8:0D,2016-02-27 06:42:46,2016-02-27 06:42:53,-58,143,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:42:50,2016-02-27 06:42:54,-60,5,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:42:48,2016-02-27 06:42:54,-58,151,10:86:8C:44:07:8E,
6C:AD:F8:28:07:EA,2016-02-27 06:42:49,2016-02-27 06:42:49,-54,2,C0:3F:0E:09:75:A4,
90:18:7C:7A:FF:F7,2016-02-27 06:42:48,2016-02-27 06:42:48,-44,1,C0:3F:0E:09:75:A4,
5C:AA:FD:6D:10:D1,2016-02-27 06:42:46,2016-02-27 06:42:49,-40,2,(not associated),Sonos_mPkhyEDK3tQ60KGTSe2or61ec5
1C:99:4C:2F:B8:6C,2016-02-27 06:42:49,2016-02-27 06:42:49,-1,1,C0:3F:0E:09:75:A4,
F0:27:2D:68:20:AD,2016-02-27 06:42:50,2016-02-27 06:42:50,-1,1,90:C7:92:32:E7:60,
C0:CE:CD:2B:0A:37,2016-02-27 06:42:50,2016-02-27 06:42:50,-1,3,90:C7:92:32:E7:60,
9C:04:EB:AC:78:39,2016-02-27 06:43:05,2016-02-27 06:43:05,-66,1,(not associated),
5C:AA:FD:46:39:DB,2016-02-27 06:43:05,2016-02-27 06:43:05,-64,1,(not associated),Sonos_bwq4jpiMuDtv3PszJbsbHhXSPM
A4:B8:05:88:85:95,2016-02-27 06:43:05,2016-02-27 06:43:05,-60,1,94:44:52:F7:42:E7,
F0:4F:7C:9F:C8:0D,2016-02-27 06:43:01,2016-02-27 06:43:01,-58,10,AA:66:7F:C5:EC:B0,
DE:16:1F:BC:9D:D2,2016-02-27 06:43:01,2016-02-27 06:43:09,-56,5,00:25:00:FF:94:73,
6C:AD:F8:1B:99:41,2016-02-27 06:43:03,2016-02-27 06:43:09,-50,218,10:86:8C:44:07:8E,
